,Name,Unnamed: 0,MRN,Legal gender,DOB,Telephone,SSN,Doctors Name,patients_adress,Doctors Address,Health Plan Number,Date of Visit,Admission Type,Test Results,Billing Account Number,RN,Language spoken,Language written,Email,Marital status,symptoms,Contact Person Name,Date of Discharge
7552,Wendy Morris,7552,3106079080,Female,2006-01-18,+1901-767-2743,997-45-4549,Andrew Mcguire,"20200 Brittany Shores West Lauraton, IL 72357","0459 Lopez Rapids Ericberg, TN 62346",HPB-69594,2020-07-13,Emergency,Abnormal,#661325,Maria Simpson,English,,Wendy.Morris@yahoo.com,Divorced,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise","Christopher Morris (father), Craig Morris (mother)",2020-07-20
7553,Devon Griffin,7553,8789239558,Male,1974-01-15,+1727-511-8185,937-28-9130,Tracy Stevens,"78737 Travis Village Apt. 295 Kristinmouth, NV 28183","3444 Williams Course South Timothy, OR 38966",HPB-35751,2021-02-01,Elective,Inconclusive,#517470,Brent Clements,English,,Devon.Griffin@aol.com,Single,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Kyle Robinson (fiancee),2021-02-19
7554,Brian Garza,7554,5003762950,Male,1948-06-19,+1805-898-5531,482-26-3866,Francisco Cruz,"94751 Frank Harbors Fergusonfort, IL 47781","9516 Joshua Shore Arnoldfort, IL 42396",HPB-28977,2023-11-15,Emergency,Abnormal,#215860,Dylan Wright,English,,Brian.Garza@dhl.com,Married,cough and fatigue,Jessica Porter (girlfriend),2023-12-08
7555,Sharon Rodriguez,7555,7545445498,Female,1952-07-06,+1931-818-3896,659-67-2716,Brian Reynolds,"2956 Guzman Park Apt. 456 North Bethfort, RI 40981","1115 Tanya Radial Apt. 404 Johnsonville, IL 14810",HPB-56562,2023-11-03,Elective,Inconclusive,#281526,David Henry,English,,Sharon.Rodriguez@brown.com,Single,"Severe upper abdominal pain, nausea, vomiting, fever, rapid pulse, swollen and tender abdomen, jaundice",Gina Farrell (fiancee),2023-11-26
7556,Julie Maxwell,7556,5951248290,Female,1951-06-29,+1786-824-8811,534-14-9968,Brooke Griffin,"786 Rita Harbors Amandashire, MI 54355","641 Richard Path East Brendan, MS 06742",HPB-81336,2022-03-19,Elective,Normal,#172037,Jamie Young,English,,Julie.Maxwell@gmail.com,Married,fatigue,James Turner (fiancee),2022-03-23
7557,Jose Vega,7557,4514810796,Male,1996-01-03,+1541-218-4683,750-41-9509,Christopher Wallace,"542 Sarah Ports Roweberg, ME 36285","32166 Jason Locks East Molly, SC 58674",HPB-75538,2021-02-01,Emergency,Normal,#529718,Angela Mitchell,English,,Jose.Vega@brown.com,Widowed,"Fatigue, weakness, pale skin, shortness of breath, decreased exercise tolerance",Angela Gibson (girlfriend),2021-02-18
7558,Joan Gray,7558,1603935685,Female,1955-02-26,+1417-829-1952,468-24-7090,Amy Wilson,"37503 Eaton Corner Apt. 095 North Elijahburgh, NM 11234","4788 Lewis Motorway Claudiahaven, TX 74383",HPB-65450,2019-08-16,Elective,Normal,#268167,Sean Stephens,English,,Joan.Gray@web.com,Married,"Red, scaly patches on the skin, itching",Dawn Robertson (girlfriend),2019-09-02
7559,Vanessa Thomas,7559,2484864503,Female,1991-02-21,+1531-655-6305,436-35-3310,Timothy Thomas,"7293 Roth Circles Port Darlene, SD 34224",Unit 9441 Box 1684 DPO AP 94474,HPB-71373,2023-10-29,Emergency,Normal,#417143,Susan Marks,English,,Vanessa.Thomas@gmx.com,Married,"Fatigue, Increased hunger, Slow healing of wounds",Hayley Vaughn (fiancee),2023-11-03
7560,Jimmy Blackburn,7560,7069767530,Male,1978-02-21,+1561-628-7719,700-67-1963,Ashley Gould,"681 Foster Garden Apt. 762 West Lisa, NM 19827",Unit 3372 Box 7680 DPO AA 48057,HPB-90321,2023-08-04,Elective,Inconclusive,#899544,Rachel Medina,English,,Jimmy.Blackburn@gmail.com,Single,"fever, fatigue and difficulty breathing",Justin Villa (girlfriend),2023-08-05
7561,Scott Lopez,7561,6806541742,Male,1946-02-27,+1713-944-7819,784-10-6343,Emily Howe,"6513 Andrews Junction East Julie, LA 69284","745 Robert Court West Sherri, OK 21036",HPB-59164,2022-01-25,Urgent,Normal,#577997,Lacey Wagner,English,,Scott.Lopez@web.com,Married,fatigue,Ashley Smith (friend),2022-02-18
7562,Christopher Stewart,7562,3385878867,Male,2005-07-29,+1217-756-3699,356-99-8207,Katherine Fowler,USS Peters FPO AP 81769,"946 Wilson Via Apt. 479 Lake Claire, ME 14694",HPB-96266,2019-11-27,Elective,Normal,#426681,Luis Mcbride,English,Chinese,Christopher.Stewart@gmx.com,Married,fever and cough,"Johnathan Stewart (father), Daniel Stewart (mother)",2019-12-12
7563,Edward Jimenez,7563,1207985705,Male,1998-04-08,+1845-274-1194,351-51-6014,Justin Lynch,USNS Hancock FPO AP 59771,"244 Gregory Forest Apt. 421 Parksshire, IA 01826",HPB-24919,2022-12-27,Urgent,Abnormal,#582011,Gina Hoover,English,,Edward.Jimenez@aol.com,Single,fever and cough,Evelyn Harris (friend),2022-12-28
7564,Alicia Velasquez,7564,4817526263,Female,1973-03-06,+1540-436-1726,939-50-3040,Jessica Flores,Unit 5948 Box 4102 DPO AA 01333,"468 Dan Hill Apt. 460 New Nicole, VT 24905",HPB-91880,2023-08-06,Emergency,Normal,#336969,Molly Fitzpatrick,English,,Alicia.Velasquez@brown.com,Single,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Angela Cole (friend),2023-08-14
7565,Rachel Gilbert,7565,6969680467,Female,1999-03-13,+1757-113-2189,970-62-6617,Melissa Levine,"30913 Jasmine Viaduct Lihaven, AS 38818","564 Michael Ways Suite 410 Lake Stephanietown, KS 45615",HPB-69052,2022-04-21,Urgent,Abnormal,#773159,Danny Jimenez,English,,Rachel.Gilbert@dhl.com,Single,fatigue,Nicole Cruz (fiancee),2022-05-14
7566,Richard Bates,7566,8349962356,Male,1996-05-09,+1234-809-1695,790-34-3769,Elizabeth Rivera,"01867 Kathryn Prairie Jacksonview, NJ 17665","317 Shannon Plain Sarahfort, UT 91238",HPB-78842,2021-02-04,Urgent,Abnormal,#133001,Mark Melton,English,,Richard.Bates@brown.com,Single,"Breast lump, changes in breast size or shape, nipple changes, breast pain",Anthony Melendez (girlfriend),2021-02-15
7567,John Love,7567,4872238793,Male,1961-03-02,+1412-976-8022,366-28-9288,Mark Giles,"1387 Scott Fords Hansenville, AL 51000","4463 Chang Field Michaelmouth, SD 14480",HPB-99622,2020-08-18,Elective,Normal,#705368,James Hansen,English,,John.Love@dhl.com,Single,"High fever, body aches, fatigue, cough, sore throat, congestion",Geoffrey Rodriguez (fiancee),2020-09-15
7568,Jon Simpson,7568,8715720398,Male,1959-06-20,+1303-943-6021,686-81-3814,Elizabeth Carroll,"80208 Yates Port Apt. 360 Abigailside, NE 46500","856 Barron Streets Apt. 878 Lake Janet, DE 89360",HPB-55043,2023-07-21,Elective,Normal,#612173,Alexis Ellis,English,,Jon.Simpson@dhl.com,Single,"Severe upper abdominal pain, nausea, vomiting, fever, rapid pulse, swollen and tender abdomen, jaundice",Heidi Johnson (fiancee),2023-08-12
7569,Kaylee Jones,7569,6329167729,Female,1955-01-17,+1442-490-6789,421-98-6636,Mrs. Elizabeth Klein,"91089 Brandy Curve Suite 378 South Katherinemouth, DE 94058","007 Price Motorway North Christian, AZ 22134",HPB-41057,2022-03-13,Elective,Normal,#256017,Mark Moore Jr.,German,English,Kaylee.Jones@dhl.com,Married,"Fatigue, swelling of the legs or ankles, decreased appetite, difficulty concentrating, increased urination or urine changes, blood in urine, high blood pressure",Joseph Meyer (girlfriend),2022-04-06
7570,Sonya Browning,7570,5798012317,Female,2002-06-09,+1252-661-8812,262-68-6749,Zachary Horton,"9064 Moore Land Apt. 533 Conradland, ID 59199",Unit 8631 Box 0245 DPO AE 82418,HPB-68163,2021-12-12,Urgent,Normal,#741651,Casey Lopez,English,,Sonya.Browning@web.com,Married,cough,Carrie Moreno (girlfriend),2021-12-18
7571,Matthew Hinton,7571,1087428719,Male,1963-02-20,+1253-815-7305,848-73-9524,Mallory Ramirez,"01255 Harris Plaza Weststad, NV 31720","6618 Alexander Grove Suite 600 Susantown, ND 86892",HPB-61686,2023-10-06,Urgent,Inconclusive,#240765,Justin Hernandez,English,German,Matthew.Hinton@gmail.com,Single,"Recurrent, disabling migraines",Steven Taylor (friend),2023-10-19
7572,Victoria Powers,7572,4842069091,Female,2000-03-19,+1347-292-4082,765-54-5604,Jesse Williams,"8122 Morris Circles East Edwardmouth, DC 06180","2660 Austin Lodge Marymouth, PR 69853",HPB-56247,2023-09-15,Urgent,Normal,#518872,Courtney Rivas,English,,Victoria.Powers@gmail.com,Divorced,fatigue,John Jones (friend),2023-09-16
7573,Paul Morales,7573,3639694199,Male,1984-02-17,+1682-453-5520,390-25-7065,Andrea Ayala,"3628 Davis Union Apt. 122 Rodgersbury, RI 76752","895 Theodore Heights New Stevenland, WV 92193",HPB-75732,2022-05-31,Emergency,Normal,#909629,Cody Jones,English,,Paul.Morales@web.com,Single,"Short stature, Gonadal dysgenesis, Webbed neck, Lymphedema",Brian Schneider (fiancee),2022-06-09
7574,Kevin Lucero,7574,2708151392,Male,1976-01-07,+1936-821-8301,377-41-6871,John Santiago,"366 Bridget Plains Apt. 277 New Kristy, NM 84017","92986 Clark Underpass Apt. 856 North Johnhaven, SC 56435",HPB-63432,2022-10-10,Urgent,Normal,#579024,Judith Mann,English,,Kevin.Lucero@brown.com,Married,"Cough, fever, chest pain, difficulty breathing",Charles Weaver (fiancee),2022-10-14
7575,Phillip Terry,7575,7303223221,Male,1961-11-13,+1417-860-4760,641-60-5283,Andrew Santos,"767 Simon Village Boonestad, TN 28803","653 English Rapid Apt. 375 South Natashaburgh, MS 34569",HPB-73737,2022-06-24,Elective,Normal,#759907,Alison Rhodes,English,,Phillip.Terry@web.com,Married,cough,Nicole Summers (fiancee),2022-07-13
7576,Jennifer Davidson,7576,6617601413,Female,2003-03-07,+1774-639-2929,957-18-4524,Tyler Little,"368 Patricia Meadows Apt. 676 East Beth, MT 53197","999 Stone Hollow Garciaport, SC 95686",HPB-98662,2020-04-15,Emergency,Normal,#457401,April Bartlett,English,,Jennifer.Davidson@yahoo.com,Single,"Abdominal pain, jaundice (yellowing of the skin and eyes), unexplained weight loss, loss of appetite, fatigue, nausea, vomiting","Kenneth Davidson (father), Melvin Davidson (mother)",2020-04-30
7577,Jennifer Evans,7577,7841669774,Female,1997-02-16,+1931-977-3778,575-60-4463,Robert White,"61502 Jerry Village Nathanside, MH 65303","08476 Wendy Squares Jenniferbury, FL 47888",HPB-41611,2019-06-26,Urgent,Abnormal,#489761,Michael Flowers,English,,Jennifer.Evans@dhl.com,Single,High blood pressure during pregnancy,Matthew Alexander (fiancee),2019-07-02
7578,Rebecca Vance,7578,2988128004,Female,1947-04-26,+1316-980-2700,875-64-9508,Michael Holloway,"2623 David Pines New Johnfurt, NM 15999","7424 George Cape Suite 462 Lake Luisview, FL 34161",HPB-47643,2019-09-04,Emergency,Normal,#315989,William Brown,English,,Rebecca.Vance@dhl.com,Single,"Cough, fever, chest pain, difficulty breathing",Jessica Downs (fiancee),2019-09-23
7579,Sean Smith,7579,2130963010,Male,1988-09-04,+1305-752-2136,995-79-1417,Randy Williamson,"8273 Miller Hills Apt. 368 Campostown, VA 09877","6666 Anthony Vista South Thomas, ID 16495",HPB-57936,2023-11-30,Emergency,Normal,#206524,John Vincent,Italian,German,Sean.Smith@gmx.com,Single,"Sudden numbness or weakness of the face, arm, or leg (typically on one side of the body), confusion, trouble speaking or understanding, severe headache",Kimberly Sharp (fiancee),2023-12-09
7580,Edwin Jones,7580,4528181589,Male,1979-02-23,+1865-667-4119,725-36-5328,Deanna Lowe,"36035 Deborah Cliffs New Karen, VI 28845","4967 Kristen Pike Apt. 963 Floresview, VT 31752",HPB-15162,2021-07-15,Urgent,Inconclusive,#259069,Frank Nelson,English,,Edwin.Jones@yahoo.com,Single,fatigue,Samuel Lang (friend),2021-08-11
7581,Teresa Stuart,7581,8917139819,Female,1942-04-07,+1267-191-8936,375-29-2318,Todd Hernandez,"678 Melissa Isle Apt. 876 Walkerside, ME 39282","055 Shaffer Forges Suite 379 Jacksonfort, UT 69252",HPB-76568,2020-02-13,Urgent,Abnormal,#900387,Nicholas Ball,English,,Teresa.Stuart@aol.com,Single,"Lump or swelling in the testicles, pain or discomfort, changes in testicular size or shape",Grace Daniels (friend),2020-02-15
7582,Donald Patel,7582,1315120982,Male,1955-01-30,+1743-380-9371,338-18-9221,Rachel Barnes,"4581 Steven Squares Suite 253 Christianfort, SD 63317","PSC 2036, Box 3056 APO AP 18759",HPB-23074,2021-09-29,Emergency,Abnormal,#973954,Darren White,English,,Donald.Patel@dhl.com,Married,"Painful urination, frequent urination, pelvic pain, cloudy urine",Crystal Martinez (fiancee),2021-10-21
7583,Paul Chandler,7583,3474729494,Male,1977-02-27,+1248-862-1645,158-32-5368,Mr. Andrew Smith,"067 Joseph Landing Suite 767 Joshuafurt, AZ 83735","89966 Katelyn Streets New Katelynmouth, MA 30213",HPB-14805,2021-07-19,Elective,Normal,#556147,David Calhoun,English,,Paul.Chandler@gmx.com,Married,cough,Christopher Taylor (fiancee),2021-08-08
7584,Lisa Wallace,7584,2734693027,Female,1977-07-13,+1229-587-3980,348-59-5967,Ashley Smith,"6164 Anna Common Jarvismouth, MS 02450","PSC 2056, Box 6407 APO AP 73219",HPB-68027,2022-07-05,Elective,Inconclusive,#897476,Amanda Kim,English,,Lisa.Wallace@gmx.com,Married,"fever, fatigue and difficulty breathing",Billy Rodriguez (friend),2022-07-28
7585,Jeffrey Evans,7585,9600122051,Male,1963-06-01,+1720-134-2557,450-26-7911,Sandra Chandler,"880 Theresa Crescent Suite 577 Calvinstad, CA 25495","600 Gonzales River Apt. 269 New Jessica, UT 31609",HPB-37038,2024-01-01,Emergency,Inconclusive,#315542,Donald Perry,English,,Jeffrey.Evans@gmail.com,Widowed,"Recurrent, disabling migraines",Nathan Robbins (friend),2024-01-08
7586,Jennifer Yoder,7586,5314278425,Female,1961-05-05,+1629-100-8296,729-41-3698,Katelyn Hudson,"04169 Campbell Locks Laurafort, RI 32282","391 Warren Square New Erik, OK 97189",HPB-50305,2023-10-01,Elective,Normal,#875236,James Brock,English,,Jennifer.Yoder@gmx.com,Married,,Emily Rosales (girlfriend),2023-10-03
7587,Tina Anderson,7587,5559754201,Female,1987-04-15,+1541-117-7075,350-85-3651,Robert Schneider,"481 Brianna Islands Apt. 027 South Michaelfort, SC 11096","16741 Laura Light Hollyland, TN 89110",HPB-94227,2020-09-30,Urgent,Inconclusive,#460366,Richard Lopez,English,,Tina.Anderson@brown.com,Widowed,fever and cough,Cheryl Smith (friend),2020-10-24
7588,Matthew May,7588,4304951889,Male,1985-03-24,+1732-686-7557,180-30-8768,George Gomez,"666 Teresa Orchard New Larryberg, PW 42417","424 Meza Centers Mathewbury, OK 60501",HPB-24325,2021-02-21,Elective,Abnormal,#585572,Veronica Yoder,English,,Matthew.May@yahoo.com,Divorced,fatigue,Richard Webster (girlfriend),2021-03-13
7589,Omar Monroe,7589,2510475863,Male,1952-05-25,+1712-783-5872,437-61-7114,Valerie Anthony,"30796 Ross Summit Christopherside, IL 85215","03456 Green Hills North Donnafort, NC 10637",HPB-96653,2019-05-14,Elective,Normal,#435463,Jason Dalton,English,,Omar.Monroe@gmail.com,Married,"Fragile bones, loss of height over time, back pain, fractures",Joseph Hardy (friend),2019-05-21
7590,Gary Sanders,7590,7843854404,Male,1950-01-10,+1262-840-5534,591-35-3046,Kenneth Hartman,"2041 Martin Keys Suite 380 Robertsland, MI 27055","8951 Richard Squares Lydiamouth, CA 01978",HPB-58286,2019-11-08,Emergency,Normal,#489139,Barbara Acosta,English,,Gary.Sanders@brown.com,Single,fatigue,Robert Maldonado (girlfriend),2019-11-16
7591,Kathleen Perez,7591,7467002121,Female,1956-07-24,+1817-961-5754,177-28-3024,Veronica Walter,Unit 4802 Box 2564 DPO AP 30285,"27297 Stewart Tunnel Apt. 780 Port Roger, PA 94270",HPB-60540,2020-06-25,Elective,Normal,#752701,Stephen Holder,English,,Kathleen.Perez@gmail.com,Single,cough,Anthony Holt (girlfriend),2020-07-17
7592,Christopher Robbins,7592,9315197329,Male,2022-02-26,+1704-532-3038,620-26-9886,Thomas Howell,"36991 Stephens Cliff Rodriguezport, MH 08587","031 Long Drive North Stephen, VI 89667",HPB-61779,2025-04-26,Emergency,Abnormal,,Ronald Roach,English,,Christopher.Robbins@web.com,Single,cough,"Geoffrey Robbins (father), Karen Robbins (mother)",
7593,Michelle Mendoza,7593,8347979133,Female,2025-01-05,+1609-427-8962,242-35-8086,Donna Abbott,"693 Arroyo Glen Suite 746 Walshshire, TN 27034","72057 Reynolds Underpass Shawport, TX 44705",HPB-14507,2025-06-17,Urgent,Abnormal,,Tina Riggs,English,,Michelle.Mendoza@yahoo.com,Single,"Excessive bleeding and bruising, prolonged bleeding from wounds or after dental work or surgery, spontaneous bleeding in joints or muscles","Angela Mendoza (father), Andrea Mendoza (mother)",
7594,Tracy Yates,7594,6054067020,Female,1945-11-01,+1949-712-6422,285-83-8179,Julie Fox,"49230 Richard Well Suite 100 North Jennifertown, KS 47366","37184 Fritz Key Chasefurt, CO 14957",HPB-59335,2020-11-12,Emergency,Abnormal,#144764,Thomas Scott,English,,Tracy.Yates@yahoo.com,Single,"High fever, body aches, fatigue, cough, sore throat, congestion",Kathleen Howard (girlfriend),2020-11-25
7595,Jennifer Reid,7595,8589217726,Female,1945-03-04,+1442-582-5409,244-94-9274,Bethany Morgan,"08358 Barnes Groves Suite 876 North Danieltown, NC 27243",Unit 0746 Box 3085 DPO AE 03250,HPB-81213,2023-05-29,Urgent,Inconclusive,#851356,Nicholas Donovan,English,,Jennifer.Reid@dhl.com,Married,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Jacob Garrett (fiancee),2023-06-10
7596,Drew Jones,7596,7153109750,Male,1974-03-13,+1646-759-9135,890-93-4732,Thomas Jones,"06273 Bruce Forks New Robert, GU 59797","828 Justin Turnpike Suite 422 Mirandaland, KS 66648",HPB-67694,2023-03-29,Urgent,Abnormal,#270514,Jennifer Hernandez,English,,Drew.Jones@gmx.com,Single,"Fragile bones, loss of height over time, back pain, fractures",Janet Hernandez (fiancee),2023-04-06
7597,Anna Thomas,7597,1281866785,Female,1947-01-09,+1732-438-4962,207-72-5348,John Wilson,"6625 Roberts Plains Suite 618 Buckburgh, KS 54097","PSC 0846, Box 8394 APO AA 12586",HPB-58490,2023-07-29,Elective,Abnormal,#528107,Justin Pitts,English,,Anna.Thomas@yahoo.com,Married,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Donna Henderson (fiancee),2023-08-08
7598,Brandon Hill,7598,4610928663,Male,1953-05-26,+1213-979-8546,747-93-5819,James Evans,"55773 Roman Rapid North Monique, WA 21943","802 Angela Divide Suite 767 Gutierrezchester, ND 31095",HPB-83412,2020-10-05,Urgent,Abnormal,#994705,Shawn Richards,English,Spanish,Brandon.Hill@dhl.com,Divorced,fatigue,Jeremy Cole (friend),2020-10-09
7599,Shelley Rush,7599,6346589096,Female,1956-03-30,+1212-405-4822,580-80-4398,Keith Petty,"05897 Patricia Forks Apt. 287 Novakfurt, MN 19132","994 Mckenzie Creek Rogersfurt, WA 74313",HPB-67954,2023-08-31,Elective,Inconclusive,#806092,Jillian Taylor,Russian,English,Shelley.Rush@web.com,Single,"Fatigue, weight gain, sensitivity to cold, dry skin, constipation, depression, muscle weakness, elevated cholesterol levels",Kenneth Evans (girlfriend),2023-09-07
7600,Jonathan Thompson,7600,7860967444,Male,1961-11-29,+1970-818-4399,100-81-1330,Scott Rogers,"57820 Alyssa Mill Suite 925 Andrewchester, RI 82639","23417 Steven Neck Apt. 428 Ryanstad, WA 39288",HPB-60847,2022-08-11,Emergency,Normal,#111132,Richard Moreno,English,,Jonathan.Thompson@aol.com,Married,"Short stature, Gonadal dysgenesis, Webbed neck, Lymphedema",Andrew Aguilar (fiancee),2022-08-19
7601,Amanda Phillips,7601,5468812150,Female,1945-05-26,+1641-769-8266,146-37-1442,Joyce Koch,"110 Adams Corner Apt. 053 Stevenfurt, ND 59950","348 Obrien Field Suite 226 Jamesshire, PW 19137",HPB-41947,2020-05-13,Emergency,Abnormal,#133472,Jackie Rich,English,,Amanda.Phillips@yahoo.com,Single,fever,Kelly Baldwin (fiancee),2020-05-20
7602,Lisa Torres,7602,9634360689,Female,1974-04-29,+1718-662-5551,767-61-9304,Aaron Blankenship,"88261 Jarvis Underpass Apt. 945 West John, NM 24117","8273 Duncan Ville Suite 972 North Nicole, NC 90515",HPB-41972,2020-05-20,Urgent,Inconclusive,#541874,Joseph Norton,English,Russian,Lisa.Torres@aol.com,Single,fatigue and difficulty breathing,Rachael Roberts (friend),2020-06-01
